id,dict_id,cate_id,cate_name,big_cate_id,big_cate_name,ownership_id,ownership_name,tech_standard_version,org_id,org_code,org_name,inspection_project_id,inspection_project_name,inspection_item_id,inspection_item_code,is_judge,inspection_time_id,inspection_time,sampling_method_id,sampling_method,sampling_dept_org_id,sampling_dept_org_name,inspection_dept_org_id,inspection_dept_org_name,quant_qual_type,initial_reinspect,inspect_unit_qty,inspection_frequency_id,freq_count_text,status,order_status,ct_uid,up_uid,create_time,check_user_signature,process_arr,remark,inspection_unit_id,inspection_unit,inspection_rate_id,inspection_rate,sampling_qty,sampling_unit_id,sampling_unit,deduct_inventory,deduct_qty,deduct_unit_id,deduct_unit,inspection_tool,standard_requirement,abnormal_standard_id,abnormal_standard,indicator_unit_id,indicator_unit,lower_limit,upper_limit,decimal_places,min_unqualified_abnormal,exceed_plan,inspection_method,valid_begin_date,valid_end_date,main_image,sub_images,abnormal_result_id,abnormal_result,version,mat_info,assoc_type
123,BSYB0123,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,9,底盖蓝点直径,4,YC00000004,1,2,到货检测,1,,4,储运采购部,5,品管部,1,1,8,5,等于,3,1,139,,2026-06-25 09:39:15,,,,44,批次,,,8,14,CAN,1,8,14,CAN,蓝点偏移量检测尺,18±0.5mm,,,23,mm,17.5,18.5,1,1,若有不合格，取同一托20罐复检。,每8托为一个检测单元，每一托盘随机抽取样品1罐，共8罐，并做好标识。8罐均做本次检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
124,BSYB0124,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,9,底盖蓝点直径,4,YC00000004,1,2,到货检测,1,,4,储运采购部,5,品管部,1,1,8,5,等于,3,1,139,,2026-06-25 09:39:16,,,,44,批次,,,8,14,CAN,1,8,14,CAN,蓝点偏移量检测尺,18±0.5mm,,,23,mm,17.5,18.5,1,1,若有不合格，取同一托20罐复检。,每8托为一个检测单元，每一托盘随机抽取样品1罐，共8罐，并做好标识。8罐均做本次检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
125,BSYB0125,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,10,底盖蓝点偏移量,4,YC00000004,1,2,到货检测,1,,4,储运采购部,5,品管部,1,1,8,5,等于,3,1,139,139,2026-06-25 09:39:16,,,,44,批次,,,8,14,CAN,1,8,14,CAN,蓝点偏移量检测尺,≤2mm,,,23,mm,,2,0,1,若有不合格，取同一托20罐复检。,每8托为一个检测单元，每一托盘随机抽取样品1罐，共8罐，并做好标识。8罐均做本次检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
126,BSYB0126,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,10,底盖蓝点偏移量,4,YC00000004,1,2,到货检测,1,,4,储运采购部,5,品管部,1,1,8,5,等于,3,1,139,139,2026-06-25 09:39:16,,,,44,批次,,,8,14,CAN,1,8,14,CAN,蓝点偏移量检测尺,≤2mm,,,23,mm,,2,0,1,若有不合格，取同一托20罐复检。,每8托为一个检测单元，每一托盘随机抽取样品1罐，共8罐，并做好标识。8罐均做本次检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
127,BSYB0127,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,11,底盖蓝点外观,4,YC00000004,1,2,到货检测,1,,4,储运采购部,5,品管部,2,1,8,5,等于,3,1,139,,2026-06-25 09:39:16,,,,44,批次,,,8,14,CAN,1,8,14,CAN,触觉、目测检查,表面光滑、颜色在样板范围内、无划伤杂质异物等,6,粗糙/颜色不在样板范围内/划伤/杂质异物/其他,,,,,0,1,若有不合格，取同一托20罐复检。,每8托为一个检测单元，每一托盘随机抽取样品1罐，共8罐，并做好标识。8罐均做本次检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
128,BSYB0128,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,11,底盖蓝点外观,4,YC00000004,1,2,到货检测,1,,4,储运采购部,5,品管部,2,1,8,5,等于,3,1,139,,2026-06-25 09:39:16,,,,44,批次,,,8,14,CAN,1,8,14,CAN,触觉、目测检查,表面光滑、颜色在样板范围内、无划伤杂质异物等,6,粗糙/颜色不在样板范围内/划伤/杂质异物/其他,,,,,0,1,若有不合格，取同一托20罐复检。,每8托为一个检测单元，每一托盘随机抽取样品1罐，共8罐，并做好标识。8罐均做本次检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
129,BSYB0129,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,9,底盖蓝点直径,23,YF00000013,1,2,到货检测,1,,4,储运采购部,5,品管部,1,2,1,11,大于等于,3,1,139,,2026-06-25 09:39:16,,,,44,批次,,,20,14,CAN,1,20,14,CAN,蓝点偏移量检测尺,18±0.5mm,,,23,mm,17.5,18.5,1,1,若仍有不合格，初检检测单元的所有商品做退货处理。,从初检问题托盘中每托取20罐复检。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
130,BSYB0130,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,9,底盖蓝点直径,23,YF00000013,1,2,到货检测,1,,4,储运采购部,5,品管部,1,2,1,11,大于等于,3,1,139,,2026-06-25 09:39:16,,,,44,批次,,,20,14,CAN,1,20,14,CAN,蓝点偏移量检测尺,18±0.5mm,,,23,mm,17.5,18.5,1,1,若仍有不合格，初检检测单元的所有商品做退货处理。,从初检问题托盘中每托取20罐复检。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
131,BSYB0131,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,10,底盖蓝点偏移量,23,YF00000013,1,2,到货检测,1,,4,储运采购部,5,品管部,1,2,1,11,大于等于,3,1,139,139,2026-06-25 09:39:16,,,,44,批次,,,20,14,CAN,1,20,14,CAN,蓝点偏移量检测尺,≤2mm,,,23,mm,,2,0,1,若仍有不合格，初检检测单元的所有商品做退货处理。,从初检问题托盘中每托取20罐复检。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
132,BSYB0132,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,10,底盖蓝点偏移量,23,YF00000013,1,2,到货检测,1,,4,储运采购部,5,品管部,1,2,1,11,大于等于,3,1,139,139,2026-06-25 09:39:16,,,,44,批次,,,20,14,CAN,1,20,14,CAN,蓝点偏移量检测尺,≤2mm,,,23,mm,,2,0,1,若仍有不合格，初检检测单元的所有商品做退货处理。,从初检问题托盘中每托取20罐复检。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
133,BSYB0133,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,11,底盖蓝点外观,23,YF00000013,1,2,到货检测,1,,4,储运采购部,5,品管部,2,2,1,11,大于等于,3,1,139,,2026-06-25 09:39:16,,,,44,批次,,,20,14,CAN,1,20,14,CAN,触觉、目测检查,表面光滑、颜色在样板范围内、无划伤杂质异物等,6,粗糙/颜色不在样板范围内/划伤/杂质异物/其他,,,,,0,1,若仍有不合格，初检检测单元的所有商品做退货处理。,从初检问题托盘中每托取20罐复检。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
134,BSYB0134,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,11,底盖蓝点外观,23,YF00000013,1,2,到货检测,1,,4,储运采购部,5,品管部,2,2,1,11,大于等于,3,1,139,,2026-06-25 09:39:16,,,,44,批次,,,20,14,CAN,1,20,14,CAN,触觉、目测检查,表面光滑、颜色在样板范围内、无划伤杂质异物等,6,粗糙/颜色不在样板范围内/划伤/杂质异物/其他,,,,,0,1,若仍有不合格，初检检测单元的所有商品做退货处理。,从初检问题托盘中每托取20罐复检。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
135,BSYB0135,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,81,罐底墨码附着力,4,YC00000004,1,2,到货检测,1,,4,储运采购部,5,品管部,2,1,8,4,等于,3,1,139,,2026-06-25 09:39:16,,,,44,批次,,,8,14,CAN,1,8,14,CAN,目测检查,清晰可辨,,,,,,,0,1,若有不合格，初检检测单元的所有商品做退货处理。,每8托为一个检测单元，每一托盘随机抽取样品1罐，共8罐，并做好标识。其中6罐做本次检测。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
136,BSYB0136,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,81,罐底墨码附着力,4,YC00000004,1,2,到货检测,1,,4,储运采购部,5,品管部,2,1,8,4,等于,3,1,139,,2026-06-25 09:39:16,,,,44,批次,,,8,14,CAN,1,8,14,CAN,目测检查,清晰可辨,,,,,,,0,1,若有不合格，初检检测单元的所有商品做退货处理。,每8托为一个检测单元，每一托盘随机抽取样品1罐，共8罐，并做好标识。其中6罐做本次检测。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
137,BSYB0137,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,81,罐底墨码附着力,4,YC00000004,1,2,到货检测,1,,4,储运采购部,5,品管部,2,1,8,4,等于,3,1,139,,2026-06-25 09:39:16,,,,44,批次,,,8,14,CAN,1,8,14,CAN,目测检查,手指擦拭2次不掉墨,,,,,,,0,1,若有不合格，初检检测单元的所有商品做退货处理。,每8托为一个检测单元，每一托盘随机抽取样品1罐，共8罐，并做好标识。其中6罐做本次检测。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
138,BSYB0138,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,81,罐底墨码附着力,4,YC00000004,1,2,到货检测,1,,4,储运采购部,5,品管部,2,1,8,4,等于,3,1,139,,2026-06-25 09:39:16,,,,44,批次,,,8,14,CAN,1,8,14,CAN,目测检查,手指擦拭2次不掉墨,,,,,,,0,1,若有不合格，初检检测单元的所有商品做退货处理。,每8托为一个检测单元，每一托盘随机抽取样品1罐，共8罐，并做好标识。其中6罐做本次检测。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
139,BSYB0139,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,81,罐底墨码附着力,4,YC00000004,1,2,到货检测,1,,4,储运采购部,5,品管部,2,1,8,4,等于,3,1,139,,2026-06-25 09:39:16,,,,44,批次,,,8,14,CAN,1,8,14,CAN,目测检查,手指擦拭2次不花码,,,,,,,0,1,若有不合格，取同一托8罐复检。,每8托为一个检测单元，每一托盘随机抽取样品1罐，共8罐，并做好标识。其中6罐做本次检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
140,BSYB0140,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,81,罐底墨码附着力,4,YC00000004,1,2,到货检测,1,,4,储运采购部,5,品管部,2,1,8,4,等于,3,1,139,,2026-06-25 09:39:16,,,,44,批次,,,8,14,CAN,1,8,14,CAN,目测检查,手指擦拭2次不花码,,,,,,,0,1,若有不合格，取同一托8罐复检。,每8托为一个检测单元，每一托盘随机抽取样品1罐，共8罐，并做好标识。其中6罐做本次检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
141,BSYB0141,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,81,罐底墨码附着力,23,YF00000013,1,2,到货检测,1,,4,储运采购部,5,品管部,2,2,1,11,大于等于,3,1,139,,2026-06-25 09:39:16,,,,44,批次,,,8,14,CAN,1,8,14,CAN,目测检查,手指擦拭2次不花码,,,,,,,0,1,若仍有不合格，初检检测单元的所有商品做退货处理。,从初检问题托盘中每托取8罐复检。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
142,BSYB0142,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,81,罐底墨码附着力,23,YF00000013,1,2,到货检测,1,,4,储运采购部,5,品管部,2,2,1,11,大于等于,3,1,139,,2026-06-25 09:39:16,,,,44,批次,,,8,14,CAN,1,8,14,CAN,目测检查,手指擦拭2次不花码,,,,,,,0,1,若仍有不合格，初检检测单元的所有商品做退货处理。,从初检问题托盘中每托取8罐复检。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
143,BSYB0143,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,7,缺陷电流,5,YC00000005,1,2,到货检测,2,,4,储运采购部,5,品管部,1,1,8,10,等于,3,1,139,139,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,32,14,CAN,1,32,14,CAN,"贵州基地：罐内涂膜完整性测定仪。
湖北基地：电流仪",＜3mA,,,22,mA,,2.90,2,1,若有不合格，取同一托8罐复检。,每8托为一个检测单元，每一托盘随机抽取样品4罐，共32罐，并做好标识。32罐均做本次检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
144,BSYB0144,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,7,缺陷电流,24,YF00000014,1,2,到货检测,2,,4,储运采购部,5,品管部,1,2,1,11,大于等于,3,1,139,139,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,8,14,CAN,1,8,14,CAN,"贵州基地：罐内涂膜完整性测定仪。
湖北基地：电流仪",＜3mA,,,22,mA,,2.90,2,1,若仍有不合格，初检检测单元的所有商品做退货处理。,从初检问题托盘中每托取8罐复检。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
145,BSYB0145,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,140,焊缝外补涂外观,5,YC00000005,1,2,到货检测,2,,4,储运采购部,5,品管部,2,1,8,7,等于,3,1,139,,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,32,14,CAN,1,32,14,CAN,目测检查,均匀、光滑、平整、不得存在露铁、沙眼、毛刺等现象,45,不均匀/粗糙/凹凸/露铁/沙眼/毛刺/其他,,,,,0,1,若有不合格，取同一托20罐复检。,每8托为一个检测单元，每一托盘随机抽取样品4罐，共32罐，并做好标识。其中12罐做本次检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
146,BSYB0146,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,70,焊缝外补涂实验,5,YC00000005,1,2,到货检测,2,,4,储运采购部,5,品管部,2,1,8,7,等于,3,1,139,,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,32,14,CAN,1,32,14,CAN,20%硫酸铜溶液，棉签,20%硫酸铜溶液涂抹无腐蚀异常,,,,,,,0,1,若出现腐蚀生锈，取同一托20罐复检。,每8托为一个检测单元，每一托盘随机抽取样品4罐，共32罐，并做好标识。其中12罐做本次检测。20%硫酸铜溶液涂抹后静置3分钟，目测观察是否出现腐蚀生锈现象。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
147,BSYB0147,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,140,焊缝外补涂外观,25,YF00000015,1,2,到货检测,2,,4,储运采购部,5,品管部,2,2,1,11,大于等于,3,1,139,,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,20,14,CAN,1,20,14,CAN,目测检查,均匀、光滑、平整、不得存在露铁、沙眼、毛刺等现象,45,不均匀/粗糙/凹凸/露铁/沙眼/毛刺/其他,,,,,0,1,若仍有不合格，初检检测单元的所有商品做退货处理。,从初检问题托盘中每托取20罐复检。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
148,BSYB0148,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,70,焊缝外补涂实验,25,YF00000015,1,2,到货检测,2,,4,储运采购部,5,品管部,2,2,1,11,大于等于,3,1,139,,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,20,14,CAN,1,20,14,CAN,20%硫酸铜溶液，棉签,20%硫酸铜溶液涂抹无腐蚀异常,,,,,,,0,1,若仍有不合格，初检检测单元的所有商品做退货处理。,20%硫酸铜溶液涂抹后静置3分钟，目测观察是否出现腐蚀生锈现象。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
149,BSYB0149,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,71,标签标识,5,YC00000005,1,2,到货检测,2,,4,储运采购部,5,品管部,2,1,8,3,等于,3,1,139,,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,32,14,CAN,1,32,14,CAN,目测检查,内容正确、无错位、无印刷不良,46,内容错误/内容错位/印刷不良,,,,,0,1,若有不合格，在同一托复检1000罐。,每8托为一个检测单元，每一托盘随机抽取样品4罐，共32罐，并做好标识。其中4罐做本次检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
150,BSYB0150,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,71,标签标识,26,YF00000016,1,2,到货检测,2,,4,储运采购部,5,品管部,2,2,1,11,大于等于,3,1,139,,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,1000,14,CAN,0,,,,目测检查,内容正确、无错位、无印刷不良,46,内容错误/内容错位/印刷不良,,,,,0,1,若仍有不合格，初检检测单元的所有商品做退货处理。,从初检问题托盘中每托取1000罐复检。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
151,BSYB0151,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,37,外观质量,5,YC00000005,1,2,到货检测,2,,4,储运采购部,5,品管部,2,1,8,10,等于,3,1,139,,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,32,14,CAN,1,32,14,CAN,目测检查,无A类不合格,4,内涂发霉/罐内有异物/罐内有油污/罐体印刷脏/罐体外焊缝发黑/内流胶/焊缝有毛刺/砂眼/大于1cm²的凹痕/焊缝端两边错位大于0.5mm/内涂膜及焊缝补涂带有明显气泡/焊缝粉末喷涂擦伤露铁/罐体变形/罐体印刷有严重色差/罐体颜色超出标准/内印色/翻边损伤/缩颈变形/印刷图案倒置/罐身有明显划痕/翻边严重变形/罐底无蓝点/蓝点严重划伤/冷焊/漏焊/孔洞/裂口/快口/假卷/大塌边/卷边不完全/卷边牙齿/铁舌/跳封/卷边碎裂/填料挤出/锐边/垂唇/双线,,,,,0,1,若有不合格，在同一托复检1000罐。,每8托为一个检测单元，每一托盘随机抽取样品4罐，共32罐，并做好标识。32罐均做本次检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
152,BSYB0152,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,37,外观质量,5,YC00000005,1,2,到货检测,2,,4,储运采购部,5,品管部,2,1,8,10,等于,3,1,139,,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,32,14,CAN,1,32,14,CAN,目测检查,无B类不合格,5,轻度凹痕但缺陷电流合格/罐体轻微色差/内涂不匀或有小气泡/内涂有轻微划痕但缺陷电流合格/罐内有焊接飞溅点/填料轻微外挤出/翻边轻度变形/罐底蓝点脏污/罐底蓝点不全/蓝点轻微划伤/翻边轻微损伤/罐身有较多补涂飞溅点/翻边轻度损伤/强化型拉环露铝,,,,,0,1,若有不合格，在同一托复检1000罐。,每8托为一个检测单元，每一托盘随机抽取样品4罐，共32罐，并做好标识。32罐均做本次检测。,2025-01-01,9999-12-31,,[],14,复检,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
153,BSYB0153,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,37,外观质量,26,YF00000016,1,2,到货检测,2,,4,储运采购部,5,品管部,2,2,1,11,大于等于,3,1,139,,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,1000,14,CAN,0,,,,目测检查,无A类不合格,4,内涂发霉/罐内有异物/罐内有油污/罐体印刷脏/罐体外焊缝发黑/内流胶/焊缝有毛刺/砂眼/大于1cm²的凹痕/焊缝端两边错位大于0.5mm/内涂膜及焊缝补涂带有明显气泡/焊缝粉末喷涂擦伤露铁/罐体变形/罐体印刷有严重色差/罐体颜色超出标准/内印色/翻边损伤/缩颈变形/印刷图案倒置/罐身有明显划痕/翻边严重变形/罐底无蓝点/蓝点严重划伤/冷焊/漏焊/孔洞/裂口/快口/假卷/大塌边/卷边不完全/卷边牙齿/铁舌/跳封/卷边碎裂/填料挤出/锐边/垂唇/双线,,,,,0,1,若仍有不合格，初检检测单元的所有商品做退货处理。,从初检问题托盘中每托取1000罐复检。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
154,BSYB0154,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,,,,37,外观质量,26,YF00000016,1,2,到货检测,2,,4,储运采购部,5,品管部,2,2,1,11,大于等于,3,1,139,,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,1000,14,CAN,0,,,,目测检查,无B类不合格,5,轻度凹痕但缺陷电流合格/罐体轻微色差/内涂不匀或有小气泡/内涂有轻微划痕但缺陷电流合格/罐内有焊接飞溅点/填料轻微外挤出/翻边轻度变形/罐底蓝点脏污/罐底蓝点不全/蓝点轻微划伤/翻边轻微损伤/罐身有较多补涂飞溅点/翻边轻度损伤/强化型拉环露铝,,,,,0,50,若有≥5%的不合格空罐B类缺陷，初检检测单元的所有商品做退货处理。,从初检问题托盘中每托取1000罐复检。,2025-01-01,9999-12-31,,[],1,退货处理,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
155,BSYB0155,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,7,8886,红牛维他命饮料（江苏）有限公司,72,卷边厚度,5,YC00000005,0,2,到货检测,2,,4,储运采购部,5,品管部,1,1,8,3,等于,3,1,139,,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,32,14,CAN,1,32,14,CAN,卷封投影仪,1.20-1.40,,,23,mm,1.20,1.40,2,1,参考标准，制作记录，与供应商及时沟通，暂不做复检和退货处理检测指标,每8托为一个检测单元，每一托盘随机抽取样品4罐，共32罐，并做好标识。其中4罐做本次检测。,2025-01-01,9999-12-31,,[],15,不合格,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
156,BSYB0156,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,6,8885,广东红牛维他命饮料有限公司,72,卷边厚度,5,YC00000005,0,2,到货检测,2,,4,储运采购部,5,品管部,1,1,8,3,等于,3,1,139,,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,32,14,CAN,1,32,14,CAN,卷封投影仪,1.20-1.50,,,23,mm,1.20,1.50,2,1,参考标准，制作记录，与供应商及时沟通，暂不做复检和退货处理检测指标,每8托为一个检测单元，每一托盘随机抽取样品4罐，共32罐，并做好标识。其中4罐做本次检测。,2025-01-01,9999-12-31,,[],15,不合格,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
157,BSYB0157,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,12,8880,红牛维他命饮料有限公司,72,卷边厚度,5,YC00000005,0,2,到货检测,2,,4,储运采购部,5,品管部,1,1,8,3,等于,3,1,139,,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,32,14,CAN,1,32,14,CAN,卷封投影仪,1.20-1.50,,,23,mm,1.20,1.50,2,1,参考标准，制作记录，与供应商及时沟通，暂不做复检和退货处理检测指标,每8托为一个检测单元，每一托盘随机抽取样品4罐，共32罐，并做好标识。其中4罐做本次检测。,2025-01-01,9999-12-31,,[],15,不合格,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
158,BSYB0158,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,5,8883,红牛维他命饮料（湖北）有限公司,72,卷边厚度,5,YC00000005,0,2,到货检测,2,,4,储运采购部,5,品管部,1,1,8,3,等于,3,1,139,,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,32,14,CAN,1,32,14,CAN,卷封投影仪,1.20-1.50,,,23,mm,1.20,1.50,2,1,参考标准，制作记录，与供应商及时沟通，暂不做复检和退货处理检测指标,每8托为一个检测单元，每一托盘随机抽取样品4罐，共32罐，并做好标识。其中4罐做本次检测。,2025-01-01,9999-12-31,,[],15,不合格,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
159,BSYB0159,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,9,6866,华彬快速消费品饮料（福建）有限公司,72,卷边厚度,5,YC00000005,0,2,到货检测,2,,4,储运采购部,5,品管部,1,1,8,3,等于,3,1,139,,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,32,14,CAN,1,32,14,CAN,卷封投影仪,1.20-1.50,,,23,mm,1.20,1.50,2,1,参考标准，制作记录，与供应商及时沟通，暂不做复检和退货处理检测指标,每8托为一个检测单元，每一托盘随机抽取样品4罐，共32罐，并做好标识。其中4罐做本次检测。,2025-01-01,9999-12-31,,[],15,不合格,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
160,BSYB0160,57,空罐,3,包材,5,红牛,Q/RW-TS-001-2023,8,6865,华彬快速消费品饮料（贵州）有限公司,72,卷边厚度,5,YC00000005,0,2,到货检测,2,,4,储运采购部,5,品管部,1,1,8,3,等于,3,1,139,,2026-06-25 09:39:16,,,适用于原材料供应商制罐线改型、制罐设备大修后、换版及实验期间,44,批次,,,32,14,CAN,1,32,14,CAN,卷封投影仪,1.20-1.50,,,23,mm,1.20,1.50,2,1,参考标准，制作记录，与供应商及时沟通，暂不做复检和退货处理检测指标,每8托为一个检测单元，每一托盘随机抽取样品4罐，共32罐，并做好标识。其中4罐做本次检测。,2025-01-01,9999-12-31,,[],15,不合格,001,[],"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
