id,dict_id,standard_level_id,standard_level_name,process_post_id,process_post_name,process_node,check_object_name,goods_cate_id,goods_cate_name,mat_name,mat_code,tech_standard_version,org_id,org_code,org_name,inspection_project_id,inspection_project_name,inspection_item_id,inspection_item_code,is_judge,sampling_dept_org_id,sampling_dept_org_name,inspection_dept_org_id,inspection_dept_org_name,inner_outer_inspection,quant_qual_type,initial_reinspect,sampling_check_position_id,sampling_check_position_name,inspection_cycle_id,inspection_cycle_name,inspect_unit_qty,status,order_status,ct_uid,up_uid,create_time,check_user_signature,process_arr,remark,inspection_unit_id,inspection_unit,push_system,start_time,can_skip_day,calculate_id,calculate_name,sampling_qty,sampling_unit_id,sampling_unit,inspection_frequency_id,inspection_frequency,inspection_rate_id,inspection_rate,inspection_tool,parameter_standard,abnormal_standard_id,abnormal_standard,indicator_unit_id,indicator_unit,lower_limit,upper_limit,decimal_places,min_unqualified_abnormal,abnormal_result_id,abnormal_result,exceed_plan,inspection_method,valid_begin_date,valid_end_date,is_sync,version,assoc_type
45,CMZI0045,7,集团标准,4,称料,称料是否有差异,内容物,,,,,Q/RW-TS-001-2023,,,,91,配方内容物重量,119,无,1,,,5,品管部,1,2,1,6,称料间,4,随机检测,,3,1,139,,2026-06-24 17:47:31,,,,,,0,,,1,单次,,,,12,2,,1配方/日,电子称,配方重量与系统库存一致,,,,,,,,1,4,隔离,发现错误开展追溯以及原因分析，并隔离相关的配方,称重，抽查配方中某一物料的重量是否与系统中库存数据一致。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
46,CMZI0046,7,集团标准,4,称料,称料是否有差异,内容物,,,,,Q/RW-TS-001-2023,,,,92,剩余内容物重量,119,无,1,,,5,品管部,1,2,1,6,称料间,4,随机检测,,3,1,139,,2026-06-24 17:47:31,,,,,,0,,,1,单次,,,,12,2,,,电子称,实物剩余重量与记录或系统库存一致,,,,,,,,1,4,隔离,发现错误开展追溯以及原因分析，并隔离相关的配方,称重，对抽查的配方物料在称料岗的剩余重量与系统库存数据核对是否一致。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
47,CMZI0047,7,集团标准,9,配料,配料,RO水,,,,,Q/RW-TS-001-2023,,,,41,感官,50,GC00000011,1,6,生产部,5,品管部,1,2,1,13,配料冷水缸,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/4小时,玻璃烧杯、目测、嗅觉,清澈透明、无异味,17,浑浊/异味,,,,,,1,14,复检,若有不合格，通知配料人员重新取300ml配料岗位RO水进行复检。,取300ml配料岗位RO水，以正常视力观察，RO水无可见外来杂质，嗅觉无异味。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
48,CMZI0048,7,集团标准,9,配料,配料,RO水,,,,,Q/RW-TS-001-2023,,,,41,感官,107,GF00000011,1,6,生产部,5,品管部,1,2,2,13,配料冷水缸,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/4小时,玻璃烧杯、目测、嗅觉,清澈透明、无异味,17,浑浊/异味,,,,,,1,6,停止供水，调试,若仍有不合格，通知制水车间停止供水，待指标检测合格后方可恢复供水。,重新取300ml配料岗位RO水进行复检，以正常视力观察，RO水无可见外来杂质，嗅觉无异味。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
49,CMZI0049,7,集团标准,9,配料,配料,RO水,,,,,Q/RW-TS-001-2023,,,,89,电导率,50,GC00000011,1,6,生产部,5,品管部,1,1,1,13,配料冷水缸,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/4小时,电导率仪,≤3μs/cm,,,34,μS/cm,0.00,3.00,2,1,14,复检,若有不合格，通知配料人员重新取300ml配料岗位RO水进行复检。,取300ml配料岗位RO水，使用电导率仪进行测量。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
50,CMZI0050,7,集团标准,9,配料,配料,RO水,,,,,Q/RW-TS-001-2023,,,,89,电导率,107,GF00000011,1,6,生产部,5,品管部,1,1,2,13,配料冷水缸,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/4小时,电导率仪,≤3μs/cm,,,34,μS/cm,0.00,3.00,2,1,6,停止供水，调试,若仍有不合格，通知制水车间停止供水，待指标检测合格后方可恢复供水。,重新取300ml配料岗位RO水，使用电导率仪进行复检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
51,CMZI0051,7,集团标准,9,配料,配料,RO水,,,,,Q/RW-TS-001-2023,,,,86,pH,50,GC00000011,1,6,生产部,5,品管部,1,1,1,13,配料冷水缸,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/4小时,台式酸度计,5.2～6.8,,,,,5.20,6.80,2,1,14,复检,若有不合格，通知配料人员重新取300ml配料岗位RO水进行复检。,取300ml配料岗位RO水，使用台式酸度计进行测量。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
52,CMZI0052,7,集团标准,9,配料,配料,RO水,,,,,Q/RW-TS-001-2023,,,,86,pH,107,GF00000011,1,6,生产部,5,品管部,1,1,2,13,配料冷水缸,2,定期检测,,3,1,139,,2026-06-24 17:47:31,,,,,,1,,,1,单次,,,,11,大于等于1,,1次/4小时,台式酸度计,5.2～6.8,,,,,5.20,6.80,2,1,6,停止供水，调试,若仍有不合格，通知制水车间停止供水，待指标检测合格后方可恢复供水。,重新取300ml配料岗位RO水，使用台式酸度计进行复检。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
53,CMZI0053,7,集团标准,9,配料,配料,配料,,,,,Q/RW-TS-001-2023,,,,93,温度,119,无,1,6,生产部,6,生产部,1,1,1,12,配料缸,3,实时监测,,3,1,139,,2026-06-24 17:47:31,,,配料到罐装结束期间，温度要持续保持在正常范围内。,,,0,,,1,单次,,,,,,,,电子温度计,48～52℃,,,28,℃,48,52,0,1,13,调试,若有不合格，温度调试至合格范围后方可使用。,数显温度计测量。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
54,CMZI0054,7,集团标准,9,配料,配料,CIP用水,,,,,Q/RW-TS-001-2023,,,,94,水温,119,无,1,6,生产部,6,生产部,1,1,1,10,化糖缸,3,实时监测,,3,1,139,,2026-06-24 17:47:31,,,CIP期间所用RO水需持续保持在正常范围内。,,,0,,,1,单次,,,,,,,,感应温度计,≥90℃,,,28,℃,90,,0,1,13,调试,若有不合格，温度调试至合格范围后方可使用。,目视：配料操作屏上查看水温。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
55,CMZI0055,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,67,可溶性固形物,51,GC00000012,1,6,生产部,5,品管部,1,1,1,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,数显糖度计,普通型：12.1～12.6%,,,26,%,12.1,12.6,1,1,14,复检,若有不合格，通知生产部重新取50ml配料岗位半成品进行复检。,半成品配料后半小时内，取50ml配料岗位半成品，将待测样品温度调至20℃-23℃，使用数显糖度计进行检测。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
56,CMZI0056,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,67,可溶性固形物,51,GC00000012,1,6,生产部,5,品管部,1,1,1,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,数显糖度计,普通型：12.1～12.6%,,,26,%,12.1,12.6,1,1,14,复检,若有不合格，通知生产部重新取50ml配料岗位半成品进行复检。,半成品配料后半小时内，取50ml配料岗位半成品，将待测样品温度调至20℃-23℃，使用数显糖度计进行检测。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
57,CMZI0057,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,67,可溶性固形物,108,GF00000012,1,6,生产部,5,品管部,1,1,2,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,数显糖度计,普通型：12.1～12.6%,,,26,%,12.1,12.6,1,1,13,调试,若仍有不合格，应进行调试，直至调试合格。,重新取50ml配料岗位半成品进行复检，将待测样品温度调至20℃-23℃，使用数显糖度计进行检测。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
58,CMZI0058,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,67,可溶性固形物,108,GF00000012,1,6,生产部,5,品管部,1,1,2,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,数显糖度计,普通型：12.1～12.6%,,,26,%,12.1,12.6,1,1,13,调试,若仍有不合格，应进行调试，直至调试合格。,重新取50ml配料岗位半成品进行复检，将待测样品温度调至20℃-23℃，使用数显糖度计进行检测。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
59,CMZI0059,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,67,可溶性固形物,51,GC00000012,1,6,生产部,5,品管部,1,1,1,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,数显糖度计,强化型：15.2～15.6%,,,26,%,15.2,15.6,1,1,14,复检,若有不合格，通知生产部重新取50ml配料岗位半成品进行复检。,半成品配料后半小时内，取50ml配料岗位半成品，将待测样品温度调至20℃-23℃，使用数显糖度计进行检测。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
60,CMZI0060,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,67,可溶性固形物,108,GF00000012,1,6,生产部,5,品管部,1,1,2,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,数显糖度计,强化型：15.2～15.6%,,,26,%,15.2,15.6,1,1,13,调试,若仍有不合格，应进行调试，直至调试合格。,重新取50ml配料岗位半成品进行复检，将待测样品温度调至20℃-23℃，使用数显糖度计进行检测。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
61,CMZI0061,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,41,感官,51,GC00000012,1,6,生产部,5,品管部,1,2,1,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,视觉,呈柠檬黄色,,,,,,,,1,14,复检,若有不合格，通知生产部重新取50ml配料岗位半成品进行复检。,"半成品配料后半小时内，取50ml配料岗位半成品，将待测样品与""CT""做对比观察是否有颜色差异。",2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
62,CMZI0062,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,41,感官,108,GF00000012,1,6,生产部,5,品管部,1,2,2,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,视觉,呈柠檬黄色,,,,,,,,1,13,调试,若仍有不合格，应进行调试，直至调试合格。,"重新取50ml配料岗位半成品进行复检，将待测样品与""CT""做对比观察是否有颜色差异。",2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
63,CMZI0063,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,41,感官,51,GC00000012,1,6,生产部,5,品管部,1,2,1,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,味觉,酸甜适口，具本品应有的滋味。,,,,,,,,1,14,复检,若有不合格，通知生产部重新取50ml配料岗位半成品进行复检。,"半成品配料后半小时内，取50ml配料岗位半成品，将待测样品温度调至20℃-23℃，滋味和气味对照""CT""的感官特征。",2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
64,CMZI0064,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,41,感官,51,GC00000012,1,6,生产部,5,品管部,1,2,1,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,嗅觉,无不相关气味。,,,,,,,,1,14,复检,若有不合格，通知生产部重新取50ml配料岗位半成品进行复检。,"半成品配料后半小时内，取50ml配料岗位半成品，将待测样品温度调至20℃-23℃，滋味和气味对照""CT""的感官特征。",2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
65,CMZI0065,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,41,感官,108,GF00000012,1,6,生产部,5,品管部,1,2,2,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,味觉,酸甜适口，具本品应有的滋味。,,,,,,,,1,13,调试,若仍有不合格，应进行调试，直至调试合格。,"重新取50ml配料岗位半成品进行复检，将温度调至20℃-23℃，滋味和气味对照""CT""的感官特征。",2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
66,CMZI0066,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,41,感官,108,GF00000012,1,6,生产部,5,品管部,1,2,2,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,嗅觉,无不相关气味。,,,,,,,,1,13,调试,若仍有不合格，应进行调试，直至调试合格。,"重新取50ml配料岗位半成品进行复检，将温度调至20℃-23℃，滋味和气味对照""CT""的感官特征。",2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
67,CMZI0067,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,41,感官,51,GC00000012,1,6,生产部,5,品管部,1,2,1,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,视觉,汁液均匀，澄清,,,,,,,,1,14,复检,若有不合格，通知生产部重新取50ml配料岗位半成品进行复检。,半成品配料后半小时内，取50ml配料岗位半成品，目视检查待测样品的组织形态，汁液均匀，澄清。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
68,CMZI0068,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,41,感官,108,GF00000012,1,6,生产部,5,品管部,1,2,2,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,视觉,汁液均匀，澄清,,,,,,,,1,13,调试,若仍有不合格，应进行调试，直至调试合格。,重新取50ml配料岗位半成品进行复检，目视检查样品的组织形态，汁液均匀，澄清。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
69,CMZI0069,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,95,杂质,51,GC00000012,1,6,生产部,5,品管部,1,2,1,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,视觉,无正常视力可见外来杂质,,,,,,,,1,14,复检,若有不合格，通知生产部重新取50ml配料岗位半成品进行复检。,半成品配料后半小时内，取50ml配料岗位半成品，目视检测待测样品无正常视力可见外来杂质。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
70,CMZI0070,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,95,杂质,108,GF00000012,1,6,生产部,5,品管部,1,2,2,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,视觉,无正常视力可见外来杂质,,,,,,,,1,13,调试,若仍有不合格，应进行过滤调试，直至调试合格。,重新取50ml配料岗位半成品进行复检，目视检查待测样品无正常视力可见外来杂质。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
71,CMZI0071,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,86,pH,51,GC00000012,1,6,生产部,5,品管部,1,1,1,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,台式酸度计,普通型：3.40～3.55,,,,,3.40,3.55,2,1,14,复检,若有不合格，通知生产部重新取50ml配料岗位半成品进行复检。,半成品配料后半小时内，取50ml配料岗位半成品，将待测样品温度调至23℃-25℃，使用台式酸度计进行检测。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
72,CMZI0072,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,86,pH,51,GC00000012,1,6,生产部,5,品管部,1,1,1,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,台式酸度计,普通型：3.40～3.55,,,,,3.40,3.55,2,1,14,复检,若有不合格，通知生产部重新取50ml配料岗位半成品进行复检。,半成品配料后半小时内，取50ml配料岗位半成品，将待测样品温度调至23℃-25℃，使用台式酸度计进行检测。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
73,CMZI0073,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,86,pH,108,GF00000012,1,6,生产部,5,品管部,1,1,2,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,台式酸度计,普通型：3.40～3.55,,,,,3.40,3.55,2,1,13,调试,若仍有不合格，应进行调试，直至调试合格。,重新取50ml配料岗位半成品进行复检，将待测样品温度调至23℃-25℃，使用台式酸度计进行检测。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
74,CMZI0074,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,86,pH,108,GF00000012,1,6,生产部,5,品管部,1,1,2,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,台式酸度计,普通型：3.40～3.55,,,,,3.40,3.55,2,1,13,调试,若仍有不合格，应进行调试，直至调试合格。,重新取50ml配料岗位半成品进行复检，将待测样品温度调至23℃-25℃，使用台式酸度计进行检测。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
75,CMZI0075,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,86,pH,51,GC00000012,1,6,生产部,5,品管部,1,1,1,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,台式酸度计,强化型：3.30～3.40,,,,,3.30,3.40,2,1,14,复检,若有不合格，通知生产部重新取50ml配料岗位半成品进行复检。,半成品配料后半小时内，取50ml配料岗位半成品，将待测样品温度调至23℃-25℃，使用台式酸度计进行检测。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
76,CMZI0076,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,86,pH,108,GF00000012,1,6,生产部,5,品管部,1,1,2,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,台式酸度计,强化型：3.30～3.40,,,,,3.30,3.40,2,1,13,调试,若仍有不合格，应进行调试，直至调试合格。,重新取50ml配料岗位半成品进行复检，将待测样品温度调至23℃-25℃，使用台式酸度计进行检测。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
77,CMZI0077,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,96,UV,51,GC00000012,1,6,生产部,5,品管部,1,2,1,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,紫外分光光度计,与标准曲线吻合,,,,,,,,1,14,复检,若有不合格，通知生产部重新取50ml配料岗位半成品进行复检。,半成品配料后半小时内，取50ml配料岗位半成品，将待测样品温度调至20℃-23℃，用紫外分光光度计测定样品成分。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
78,CMZI0078,7,集团标准,9,配料,取样、送检,半成品理化,,,,,Q/RW-TS-001-2023,,,,96,UV,108,GF00000012,1,6,生产部,5,品管部,1,2,2,12,配料缸,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,44,批次,0,,,1,单次,,,,11,大于等于1,,1次/批,紫外分光光度计,与标准曲线吻合,,,,,,,,1,13,调试,若仍有不合格，应进行调试，直至调试合格。,重新取50ml配料岗位半成品进行复检，将待测样品温度调至20℃-23℃，紫外分光光度计测定样品成分。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
79,CMZI0079,7,集团标准,3,拆包,拆包,空罐,,,,,Q/RW-TS-001-2023,,,,97,版本,52,GC00000013,1,6,生产部,6,生产部,1,2,1,5,拆包区,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,9,托,0,,,1,单次,,,,11,大于等于1,,1次/托,目视,空罐版本正确,,,,,,,,1,11,退库,若有不合格，该托空罐做退库处理。,每托空罐投入使用前逐字阅读标签标识。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
80,CMZI0080,7,集团标准,3,拆包,拆包,空罐,,,,,Q/RW-TS-001-2023,,,,98,包装情况,119,无,1,6,生产部,6,生产部,1,2,1,5,拆包区,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,9,托,0,,,1,单次,,,,11,大于等于1,,1次/托,目视,整托缠绕膜覆膜完整。,,,,,,,,1,11,退库,若有不合格，该托空罐做退库处理。,空罐扫码投料前，目视检查整托缠绕膜覆膜是否完整。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
81,CMZI0081,7,集团标准,3,拆包,拆包,空罐,,,,,Q/RW-TS-001-2023,,,,98,包装情况,119,无,1,6,生产部,6,生产部,1,2,1,5,拆包区,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,,9,托,0,,,1,单次,,,,11,大于等于1,,1次/托,目视,托盘中每层隔板清洁、无杂质。,,,,,,,,1,11,退库,若有不合格，该托空罐做退库处理。,空罐扫码投料前，目视检查托盘中每层隔板是否清洁、无杂质。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
82,CMZI0082,7,集团标准,3,拆包,拆包,空罐,,,,,Q/RW-TS-001-2023,,,,99,数量,119,无,1,6,生产部,6,生产部,1,2,1,5,拆包区,1,定量检测,1,3,1,139,,2026-06-24 17:47:31,,,因为有零头托，首付执行退库需通过审批流程。,9,托,0,,,1,单次,,,,11,大于等于1,,1次/托,目视,实物需与系统数量一致,,,,,,,,1,11,退库,若有不合格，该托空罐做退库处理。,空罐扫码投料前，进行数量统计,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
83,CMZI0083,7,集团标准,3,拆包,拆包,空罐,,,,,Q/RW-TS-001-2023,,,,43,外观,53,GC00000014,1,5,品管部,5,品管部,1,2,1,5,拆包区,2,定期检测,1,3,1,139,,2026-06-24 17:47:31,,,若有异常，需统计到异常项目及对应数量,9,托,1,,,1,单次,,,,11,大于等于1,,1次/小时,目视,无A类不合格项,19,内涂发霉/罐内有异物/罐内有油污/罐体印刷脏/罐体外焊缝发黑/内流胶/焊缝有毛刺/砂眼/大于1cm²的凹痕/焊缝端两边错位大于0.5mm/内涂膜及焊缝补涂带有明显气泡/焊缝粉末喷涂擦伤露铁/罐体变形/罐体印刷有严重色差/罐体颜色超出标准/内印色/翻边损伤/缩颈变形/印刷图案倒置/罐身有明显划痕/翻边严重变形/罐底无蓝点/蓝点严重划伤/冷焊/漏焊/孔洞/裂口/二重卷边假封/大塌边/快口,,,,,,1,14,复检,若有不合格，取同一托的空罐复检1000罐外观质量。,目视检查：生产产线已备料的空罐每小时随机抽取20罐检测外观质量,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
84,CMZI0084,7,集团标准,3,拆包,拆包,空罐,,,,,Q/RW-TS-001-2023,,,,43,外观,109,GF00000013,1,5,品管部,5,品管部,1,2,2,5,拆包区,2,定期检测,1,3,1,139,,2026-06-24 17:47:31,,,若有异常，需统计到异常项目及对应数量,9,托,1,,,1,单次,,,,11,大于等于1,,1次/小时,目视,无A类不合格项,19,内涂发霉/罐内有异物/罐内有油污/罐体印刷脏/罐体外焊缝发黑/内流胶/焊缝有毛刺/砂眼/大于1cm²的凹痕/焊缝端两边错位大于0.5mm/内涂膜及焊缝补涂带有明显气泡/焊缝粉末喷涂擦伤露铁/罐体变形/罐体印刷有严重色差/罐体颜色超出标准/内印色/翻边损伤/缩颈变形/印刷图案倒置/罐身有明显划痕/翻边严重变形/罐底无蓝点/蓝点严重划伤/冷焊/漏焊/孔洞/裂口/二重卷边假封/大塌边/快口,,,,,,1,11,退库,若有不合格，做退库处理。,若抽检不合格，取同一托的空罐复检1000罐外观质量。,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
85,CMZI0085,7,集团标准,3,拆包,拆包,空罐,,,,,Q/RW-TS-001-2023,,,,43,外观,53,GC00000014,1,5,品管部,5,品管部,1,2,1,5,拆包区,2,定期检测,1,3,1,139,,2026-06-24 17:47:31,,,若有异常，需统计到异常项目及对应数量,9,托,1,,,1,单次,,,,11,大于等于1,,1次/小时,目视,无B类不合格项,20,轻度凹痕但缺陷电流合格/罐体轻微色差/内涂不匀/内涂有小气泡/内涂有轻微划痕但缺陷电流合格/罐内有焊接飞溅点/填料轻微外挤出/翻边轻度变形/罐底蓝点脏污/罐底蓝点不全/蓝点轻微划伤/翻边轻微损伤/罐身有较多补涂飞溅点/翻边轻度损伤,,,,,,1,14,复检,若有不合格，取同一托的空罐复检1000罐外观质量。,目视检查：生产产线已备料的空罐每小时随机抽取20罐检测外观质量,2025-01-01,9999-12-31,1,001,"{'assoc_type': 0, 'formPerms': [], 'needSign': ''}"
